0.025,104.4
0.05,61.4
0.075,63.6
0.1,66.2
0.125,66.9
0.15,68.8
0.175,55.9
0.2,59.4
0.225,61.4
0.25,60.8
0.275,54.7
0.3,54.5
0.325,54.9
0.35,54.8
0.375,53.5
0.4,52.7
0.425,53.1
0.45,53.3
0.475,54.0
0.5,52.9
0.525,67.0
0.55,67.1
0.575,66.7
0.6,66.9
0.625,67.2
0.65,67.7
0.675,67.3
0.7,67.3
0.725,67.3
0.75,67.0
0.775,67.5
0.8,66.9
0.825,67.3
0.85,67.0
0.875,67.3
0.9,67.2
0.925,67.9
0.95,67.5
0.975,67.1
1.0,68.1
